status,tenant,productCode,sourceType,productType,supportCountryCode,vendorCode,dataPolicyCode,larkProductCode,typeOfSim,operatorCode,purchaseType,skuType,dataType,baseSimEsimSkuCode,importType,supportedCountries,supportedCountryName,dailyResetTime,activationTime,networkType,apnOriginal,apn,onsiteCarrier,localPhoneNumber,localNumberCountry,hotspot,kycCode,kycNeeded,kycLinks,topUpOptions,activation,unsupportedApps,telcoPerks,note,dataPlanType,dateCreated,lastModifiedDate,createdAt,createdBy,updatedAt,updatedBy
Active,VN,3ECHMJYP,3,E,CHM,JY,P,CHMJYP,SIM,JOYTEL,API Purchase,Datapack,Daily Data,JY17112022,Official,"CN,HK,MO","China, Hong Kong, Macao",GMT+8,It will be activated after receiving the network signal.,4G,CTExcel,CTExcel,China Telecom,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1748229837000,1766123937000,2026-04-29T17:54:40.791Z,,2026-04-30T10:26:43.464Z,
Active,VN,3EAREJYF,3,E,ARE,JY,F,AREJYF,SIM,JOYTEL,API Purchase,Datapack,Fixed Data,JY17112022,Official,AE,UAE,GMT +8,It will be activated after receiving the network signal.,5G/4G,mobile.three.com.hk,mobile.three.com.hk,DU,No,,Yes,1,No,,No,,Tiktok,,,,1762153603000,1766123954000,2026-04-29T17:54:40.790Z,,2026-04-30T10:26:43.464Z,
Active,VN,3EAREJYP,3,E,ARE,JY,P,AREJYP,SIM,JOYTEL,API Purchase,Datapack,Daily Data,JY17112022,Official,AE,UAE,GMT +8,It will be activated after receiving the network signal.,5G/4G,mobile.three.com.hk,mobile.three.com.hk,DU,No,,Yes,1,No,,No,,Tiktok,,,,1762153583000,1766123954000,2026-04-29T17:54:40.790Z,,2026-04-30T10:26:43.464Z,
Active,VN,3ELAOWMP,3,E,LAO,WM,P,LAOWMP,,,,,,,,,,,,,mobile.three.com.hk,mobile.three.com.hk,,,,,,,,,,,,,,,,2026-04-29T17:54:40.789Z,,2026-05-08T03:54:53.319Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,3EANZJYF,3,E,ANZ,JY,F,ANZJYF,SIM,JOYTEL,API Purchase,Datapack,Fixed Data,JY17112022,Official,"AU,NZ","Australia, New Zealand",GMT+8,It will be activated after receiving the network signal.,4G,mobile,mobile,"Optus, Spark",No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123912000,2026-04-29T17:54:40.789Z,,2026-04-30T10:26:43.464Z,
Active,VN,3ECHMWMP,3,E,CHM,WM,P,CHMWMP,SIM,WORLDMOVE,API Purchase,Datapack,Daily Data,WMBLANKSIM,Official,"CN,HK,MO","China, Hong Kong, Macao",GMT +8,It will be activated after receiving the network signal.,4G,CTExcel,CTExcel,"China: China Telecom
Hongkong: China Telecom HK/HKT
Macao: China Telecom(Macau)",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1767865368000,1771815301000,2026-04-29T17:54:40.788Z,,2026-04-30T10:26:43.222Z,
Active,VN,3ELAOWMF,3,E,LAO,WM,F,LAOWMF,,,,,,,,,,,,,mobile.three.com.hk,mobile.three.com.hk,,,,,,,,,,,,,,,,2026-04-29T17:54:40.788Z,,2026-05-08T04:03:08.273Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,3ECHMWMF,3,E,CHM,WM,F,CHMWMF,SIM,WORLDMOVE,API Purchase,Datapack,Fixed Data,WMBLANKSIM,Official,"CN,HK,MO","China, Hong Kong, Macao",GMT +8,It will be activated after receiving the network signal.,4G,CTExcel,CTExcel,"China: China Unicom
Hongkong: CSL
Macao: CTM",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1768210514000,1771815301000,2026-04-29T17:54:40.786Z,,2026-04-30T10:26:43.464Z,
Active,VN,3ESAMBCP,3,E,SAM,BC,P,SAMBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,"MQ,SV,NI,PA,PE,AR,BR,CL,CO,EC,GF,UY","Martinique, El Salvador, Nicaragua, Panama, Peru, Argentina, Brazil, Chile, Colombia, Ecuador, French Guiana, Uruguay",UTC +1,It will be activated after receiving the network signal.,4G/5G,drei.at,drei.at,"Martinique Island-Digicel，
El Salvador-movistar，
Nicaragua-movistar，
Panama-movistar，
Peru-Entel，
Argentina-Movistar，
Brazil-Vivo S.A，
Chile-movistar，
Columbia-movistar，
Ecuador-Movistar，
French Guiana-Digicel，
Uruguay-Movistar，",No,,Yes,1,No,,No,,,,,Optional Data Plan,1757385118000,1766124126000,2026-04-29T17:54:40.785Z,,2026-04-30T10:26:43.464Z,
Active,VN,3ESAMBCF,3,E,SAM,BC,F,SAMBCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,"MQ,SV,NI,PA,PE,AR,BR,CL,CO,EC,GF,UY","Martinique, El Salvador, Nicaragua, Panama, Peru, Argentina, Brazil, Chile, Colombia, Ecuador, French Guiana, Uruguay",UTC +1,It will be activated after receiving the network signal.,4G/5G,drei.at,drei.at,"Martinique Island-Digicel，
El Salvador-movistar，
Nicaragua-movistar，
Panama-movistar，
Peru-Entel，
Argentina-Movistar，
Brazil-Vivo S.A，
Chile-movistar，
Columbia-movistar，
Ecuador-Movistar，
French Guiana-Digicel，
Uruguay-Movistar，",No,,Yes,1,No,,No,,,,,Optional Data Plan,1757385121000,1766124126000,2026-04-29T17:54:40.785Z,,2026-04-30T10:26:43.464Z,
Active,VN,3ESAABCF,3,E,SAA,BC,F,SAABCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,SA,Saudi Arabia,GMT +8,It will be activated after receiving the network signal.,4G,cmhk,cmhk,Mobily,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,Optional Data Plan,1752663781000,1766124093000,2026-04-29T17:54:40.778Z,,2026-04-30T10:26:43.464Z,
Active,VN,3ENACBCP,3,E,NAC,BC,P,NACBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,"US,CA","United States of America, Canada",GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"USA: AT&T/T-Mobile
Canada:Rogers",No,,Yes,1,No,,No,,,,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.778Z,,2026-04-30T10:26:43.742Z,
Active,VN,3EKORBCP,3,E,KOR,BC,P,KORBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,KR,South Korea,GMT+8,It will be activated after receiving the network signal.,4G/5G,mobile.three.com.hk,mobile.three.com.hk,SK Telecom,No,,Yes,1,No,,No,,,,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.777Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EKORBCF,3,E,KOR,BC,F,KORBCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,KR,South Korea,Count 24h,It will be activated after receiving the network signal.,4G/5G,cmhk,cmhk,SK Telecom,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.776Z,,2026-04-30T10:26:43.464Z,
Active,VN,3EKHMBCP,3,E,KHM,BC,P,KHMBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,KH,Cambodia,GMT+8,It will be activated after receiving the network signal.,3G/4G,mobile.three.com.hk,mobile.three.com.hk,Metfone,No,,Yes,1,No,,No,,,,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.776Z,,2026-04-30T10:26:43.742Z,
Active,VN,3EJPNBCP,3,E,JPN,BC,P,JPNBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,JP,Japan,GMT+9,It will be activated after receiving the network signal.,4G,"Iphone -
Android APN：plus.4g
Username：plus
Password：4g
Authentication：CHAP","Iphone -
Android APN：plus.4g
Username：plus
Password：4g
Authentication：CHAP",Softbank,No,,Yes,1,No,,No,,,,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.775Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EJPNBCF,3,E,JPN,BC,F,JPNBCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,JP,Japan,GMT+8,It will be activated after receiving the network signal.,4G,vmobile.jp,vmobile.jp,IIJ mio (Docomo),No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.774Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EINDBCP,3,E,IND,BC,P,INDBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,IN,India,Count 24h,It will be activated after receiving the network signal.,4G,Automatic(ctm-mobile),Automatic(ctm-mobile),Airtel,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,"Coverage area in India : The service is not available in Bodh Gaya. For Jammu and Kashmir states are not available in Diskit, Gulmarg, Jammu, Kargil, Katra, Leh (Leh Ladakh), Plan Bandipora and Srinagar.",Optional Data Plan,1744788925000,1771815301000,2026-04-29T17:54:40.772Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EHKMBCP,3,E,HKM,BC,P,HKMBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,"HK,MO","Hong Kong, Macao",GMT+8,It will be activated after receiving the network signal.,4G,CTExcel,CTExcel,"HongKong-CSL
Macao-CTM",No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.770Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EHKMBCF,3,E,HKM,BC,F,HKMBCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,"HK,MO","Hong Kong, Macao",GMT+8,It will be activated after receiving the network signal.,4G/5G,CTExcel,CTExcel,"HongKong-CSL
Macao-CTM",No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,Optional Data Plan,1758272863000,1766124126000,2026-04-29T17:54:40.768Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EGBRBCP,3,E,GBR,BC,P,GBRBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,"GB,IE","United Kingdom, Ireland",GMT+8,It will be activated after receiving the network signal.,4G/5G,mobile.three.com.hk,mobile.three.com.hk,"United Kingdom-3
Republic of Ireland-3",No,,Yes,1,No,,No,,,,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.767Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EGBRBCF,3,E,GBR,BC,F,GBRBCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,"GB,IE","United Kingdom, Ireland",GMT+8,It will be activated after receiving the network signal.,4G/5G,mobile.three.com.hk,mobile.three.com.hk,"United Kingdom-3
Republic of Ireland-3",No,,Yes,1,No,,No,,,,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.767Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EE33BCP,3,E,E33,BC,P,E33BCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,"AT,BE,BG,CZ,DK,DE,EE,ES,FI,FR,GR,GP,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,CY,CH,TR","Austria, Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Spain, Finland, France, Greece, Guadeloupe, Croatia, Hungary, Ireland, Iceland, Italy, Liechtenstein, Lithuania, Luxembourg, Latvia, Malta, Netherlands, Norway, Poland, Portugal, Romania, Sweden, Slovenia, Slovakia, Cyprus, Switzerland, Turkey",Count 24h,It will be activated after receiving the network signal.,4G/5G,drei.at,drei.at,"Greece-Wind
Netherlands-KPN
Belgium-Orange
France-Orange
Spain-Orange
Hungary-Telenor Hungary
Croatia-Telemach
Italy-Wind Telecomunicazioni SpA
Romania-Orange
Switzerland-Sunrise
Czech-O2
Slovakia-Orange
Austria-3
United Kingdom-3
Denmark-3
Sweden-Telia
Norway-Telia
Finland-Elisa
Lithuania-Telia
Latvia-LMT
Estonia-Tele2
Poland-Orange
Germany-O2
Portugal-NOS
Luxembourg-Orange
Republic of Ireland-3
Iceland-Siminn
Malta-Melita
Cyprus-Cytamobile-Vodafone
Bulgaria-Telenor
Turkey-Turkcell
Slovenia-Mobitel
Liechtenstein-FL1",No,,Yes,1,No,,No,,,,,,1744788925000,1766124025000,2026-04-29T17:54:40.766Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EE33BCF,3,E,E33,BC,F,E33BCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,"AT,BE,BG,CZ,DK,DE,EE,ES,FI,FR,GR,GP,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,CY,CH,TR","Austria, Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Spain, Finland, France, Greece, Guadeloupe, Croatia, Hungary, Ireland, Iceland, Italy, Liechtenstein, Lithuania, Luxembourg, Latvia, Malta, Netherlands, Norway, Poland, Portugal, Romania, Sweden, Slovenia, Slovakia, Cyprus, Switzerland, Turkey",Count 24h,It will be activated after receiving the network signal.,4G/5G,drei.at,drei.at,"Greece-Wind
Netherlands-KPN
Belgium-Orange
France-Orange
Spain-Orange
Hungary-Telenor Hungary
Croatia-Telemach
Italy-Wind Telecomunicazioni SpA
Romania-Orange
Switzerland-Sunrise
Czech-O2
Slovakia-Orange
Austria-3
United Kingdom-3
Denmark-3
Sweden-Telia
Norway-Telia
Finland-Elisa
Lithuania-Telia
Latvia-LMT
Estonia-Tele2
Poland-Orange
Germany-O2
Portugal-NOS
Luxembourg-Orange
Republic of Ireland-3
Iceland-Siminn
Malta-Melita
Cyprus-Cytamobile-Vodafone
Bulgaria-Telenor
Turkey-Turkcell
Slovenia-Mobitel
Liechtenstein-FL1",No,,Yes,1,No,,No,,,,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.765Z,,2026-04-30T10:26:43.222Z,
Active,VN,3ECHNBCP,3,E,CHN,BC,P,CHNBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,CN,China,GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"ChinaTelecom
ChinaMobile
China Unicom",No,,Yes,1,No,,No,,,,,Optional Data Plan,1750237855000,1766124041000,2026-04-29T17:54:40.764Z,,2026-04-30T10:26:42.978Z,
Active,VN,3ECHNBCA,3,E,CHN,BC,A,CHNBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,CN,China,GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"ChinaTelecom
ChinaMobile
China Unicom",No,,Yes,1,No,,No,,,,,Optional Data Plan,1750237855000,1766124041000,2026-04-29T17:54:40.763Z,,2026-04-30T10:26:43.222Z,
Active,VN,3ECHNBCF,3,E,CHN,BC,F,CHNBCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,CN,China,GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"ChinaTelecom
ChinaMobile
China Unicom",No,,Yes,1,No,,No,,,,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.763Z,,2026-04-30T10:26:42.978Z,
Active,VN,3ECHMBCP,3,E,CHM,BC,P,CHMBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,"CN,HK,MO","China, Hong Kong, Macao",GMT+8,It will be activated after receiving the network signal.,4G,ctm-mobile,ctm-mobile,"China Unicom, Three HK, CTM ",No,,Yes,1,No,,No,,Chat GPT,,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.762Z,,2026-04-30T10:26:43.222Z,
Active,VN,3ECHMBCF,3,E,CHM,BC,F,CHMBCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,"CN,HK,MO","China, Hong Kong, Macao",GMT+8,It will be activated after receiving the network signal.,4G,ctm-mobile,ctm-mobile,"China Unicom, Three HK, CTM ",No,,Yes,1,No,,No,,Chat GPT,,,Optional Data Plan,1752035314000,1766124041000,2026-04-29T17:54:40.760Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EAUSBCP,3,E,AUS,BC,P,AUSBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,AU,Australia,Count 24h,It will be activated after receiving the network signal.,4G,mobiledata,mobiledata,Vodafone,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.756Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EAS4BCP,3,E,AS4,BC,P,AS4BCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after receiving the network signal.,4G/5G,plus,plus,"Malaysia: Celcom
Indonesia: Telkomsel
Thailand: AIS
Singapore: SingTel",No,,Yes,1,No,,No,,,,,Optional Data Plan,1755505569000,1766124126000,2026-04-29T17:54:40.756Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EAS4BCF,3,E,AS4,BC,F,AS4BCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after receiving the network signal.,4G/5G,plus,plus,"Malaysia: Celcom
Indonesia: Telkomsel
Thailand: AIS
Singapore: SingTel",No,,Yes,1,No,,No,,,,,Optional Data Plan,1755505605000,1766124126000,2026-04-29T17:54:40.755Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EANZBCP,3,E,ANZ,BC,P,ANZBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,"AU,NZ","Australia, New Zealand",Count 24h,It will be activated after receiving the network signal.,4G/5G,mobile,mobile,"Australia - Telstra/Optus
New Zealand - Spark",No,,Yes,1,No,,No,,,,,Optional Data Plan,1759290576000,1766124126000,2026-04-29T17:54:40.754Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EAREBCF,3,E,ARE,BC,F,AREBCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,AE,UAE,Count 24h,It will be activated after receiving the network signal.,4G,cmhk,cmhk,Etisalat,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,Optional Data Plan,1744788925000,1766124025000,2026-04-29T17:54:40.754Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EAAFBCP,3,E,AAF,BC,P,AAFBCP,SIM,BILLIONCONNECT,API Purchase,Datapack,Daily Data,GOH10052022,Official,"BH,EG,ID,IL,KW,MY,OM,QA,SA,SG","Bahrain, Egypt, Indonesia, Israel, Kuwait, Malaysia, Oman, Qatar, Saudi Arabia, Singapore",Count 24h,It will be activated after receiving the network signal.,4G/5G,plus,plus,"Kuwait : zain KW
Saudi Arabia : Mobily
Oman : ooredoo 
Bahrain : zain BH
Qatar : ooredoo
Malaysia : Celcom
Indonesia : Telkomsel
Singapore : SingTel
Egypt : Etisalat
Israel : Pelephone",No,,Yes,1,No,,No,,,,,Optional Data Plan,1755680937000,1766124126000,2026-04-29T17:54:40.753Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EANZBCF,3,E,ANZ,BC,F,ANZBCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,"AU,NZ","Australia, New Zealand",Count 24h,It will be activated after receiving the network signal.,4G,mobile,mobile,"Australia- Optus
New Zealand- Spark",No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,Optional Data Plan,1744788925000,1766124017000,2026-04-29T17:54:40.753Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EAAFBCF,3,E,AAF,BC,F,AAFBCF,SIM,BILLIONCONNECT,API Purchase,Datapack,Fixed Data,GOH10052022,Official,"BH,EG,ID,IL,KW,MY,OM,QA,SA,SG","Bahrain, Egypt, Indonesia, Israel, Kuwait, Malaysia, Oman, Qatar, Saudi Arabia, Singapore",Count 24h,It will be activated after receiving the network signal.,4G/5G,plus,plus,"Kuwait : zain KW
Saudi Arabia : Mobily
Oman : ooredoo 
Bahrain : zain BH
Qatar : ooredoo
Malaysia : Celcom
Indonesia : Telkomsel
Singapore : SingTel
Egypt : Etisalat
Israel : Pelephone",No,,Yes,1,No,,No,,,,,Optional Data Plan,1755680946000,1766124126000,2026-04-29T17:54:40.752Z,,2026-04-30T10:26:43.222Z,
Temporary,US,EAMYS3DP,E,A,MYS,3D,P,,eSIM,,API Purchase,,Daily Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:28.860Z,,2026-05-08T09:50:38.604Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EAMAC3DP,E,A,MAC,3D,P,,eSIM,,API Purchase,,Daily Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:28.859Z,,2026-05-08T09:50:16.837Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EASEA3DP,E,A,SEA,3D,P,,eSIM,,API Purchase,,Daily Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:28.858Z,,2026-05-08T09:51:34.537Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EATHA3DA,E,A,THA,3D,A,,eSIM,,API Purchase,,Daily Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:28.857Z,,2026-05-08T09:51:54.229Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EAPHL3DB,E,A,PHL,3D,B,,eSIM,,API Purchase,,Fixed Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:28.856Z,,2026-05-08T09:50:56.313Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EATHA3DB,E,A,THA,3D,B,,eSIM,,API Purchase,,Daily Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:28.849Z,,2026-05-08T09:52:11.016Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EASEA3DF,E,A,SEA,3D,F,,eSIM,,API Purchase,,Fixed Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:28.847Z,,2026-05-08T09:51:19.754Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EAAS53DB,E,A,AS5,3D,B,,eSIM,,API Purchase,,Daily Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:21.514Z,,2026-05-08T09:48:26.751Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EACHM3DA,E,A,CHM,3D,A,,eSIM,,API Purchase,,Daily Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:21.514Z,,2026-05-08T09:49:16.260Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EACHM3DP,E,A,CHM,3D,P,,eSIM,,API Purchase,,Daily Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:21.509Z,,2026-05-08T09:49:58.611Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EACHM3DB,E,A,CHM,3D,B,,eSIM,,API Purchase,,Daily Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:21.508Z,,2026-05-08T09:49:35.521Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EAAP23DF,E,A,AP2,3D,F,,eSIM,,API Purchase,,Fixed Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:21.507Z,,2026-05-08T09:48:03.768Z,cmfql1nbf0000yxfddj2kjt53
Active,US,EAASI3DP,E,A,ASI,3D,P,,eSIM,,API Purchase,,Daily Data,,,,,,,,mobile.three.com.hk,gohub.com,,,,,,,,,,,,,,,,2026-04-29T09:38:21.505Z,,2026-05-08T09:48:48.679Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,1ACNMCUF,1,A,CNM,CU,F,1ACNMCUF,SIM,,Only Stock,,Fixed Data,,,,,,,,3gnet,3gnet,,,,,,,,,,,,,,,,2026-04-28T07:08:29.391Z,,2026-05-08T04:03:42.496Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,1DWORCBF,1,D,WOR,CB,F,1DWORCBF,SIM,,Only Stock,,Fixed Data,,,,,,,,three.co.uk,three.co.uk,,,,,,,,,,,,,,,,2026-04-28T07:08:29.390Z,,2026-05-08T04:04:29.799Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,1ACNMCTF,1,A,CNM,CT,F,1ACNMCTF,SIM,,Only Stock,,Fixed Data,,,,,,,,CTExcel,CTExcel,,,,,,,,,,,,,,,,2026-04-28T07:08:29.389Z,,2026-05-08T04:05:03.879Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,1ATHATMF,1,A,THA,TM,F,1ATHATMF,SIM,,Only Stock,,Fixed Data,,,,,,,,Auto,Auto,,,,,,,,,,,,,,,,2026-04-28T07:08:29.388Z,,2026-05-08T04:05:25.726Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,1ATHADTF,1,A,THA,DT,F,1ATHADTF,SIM,,Only Stock,,Fixed Data,,,,,,,,Auto,Auto,,,,,,,,,,,,,,,,2026-04-28T07:08:29.388Z,,2026-05-08T04:06:01.285Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,1AWORCBF,1,A,WOR,CB,F,1AWORCBF,SIM,,Only Stock,,Fixed Data,,,,,,,,three.co.uk,three.co.uk,,,,,,,,,,,,,,,,2026-04-28T07:08:29.387Z,,2026-05-08T04:07:14.079Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,3CW243DP,3,C,W24,3D,P,EW243DF,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH,US,CN,HK,MO,SG,MY,ID,TH,KR,JP,TW,PH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland, United States of America, China, Hong Kong, Macao, Singapore, Malaysia, Indonesia, Thailand, South Korea, Japan, Taiwan, Philippines",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4
US: T-mobile
China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Taiwan: Chunghwa
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1769051740000,1771818105000,2026-04-28T07:08:24.970Z,,2026-04-30T10:26:43.742Z,
